COMMAND: isolated Electron 42.4.1 round-2 probe (attempt 2; AbortController cancellation witness)
UTC_START: 2026-07-19T05:03:52Z
[2026-07-19T05:03:53.052Z] [INFO] [electron] Application started
API_E2E {"at":"2026-07-19T05:03:53.107Z","kind":"runtime","electron":"42.4.1","chrome":"148.0.7778.265","node":"24.16.0","platform":"darwin","arch":"arm64","locale":"de","pageUrl":"http://127.0.0.1:43190/api-e2e-local-preview","userData":"/tmp/autobyteus-local-preview-round2.mN3euH/electron-user-data","home":"/tmp/autobyteus-local-preview-round2.mN3euH/home"}
API_E2E {"at":"2026-07-19T05:03:53.128Z","kind":"protocol-completed","id":1,"url":"local-file://local/tmp/autobyteus-local-preview-round2.mN3euH/Case%20Sensitive%20%C3%9C%25%23/%E8%A7%86%E9%A2%91%20100%25%231%5Cname.bin","method":"GET","statusCode":200,"fromCache":false,"timestamp":1784437433128}
API_E2E {"at":"2026-07-19T05:03:53.130Z","kind":"protocol-completed","id":2,"url":"local-file://local/tmp/autobyteus-local-preview-round2.mN3euH/Case%20Sensitive%20%C3%9C%25%23/%E8%A7%86%E9%A2%91%20100%25%231%5Cname.bin","method":"GET","statusCode":206,"fromCache":false,"timestamp":1784437433130}
API_E2E {"at":"2026-07-19T05:03:53.132Z","kind":"protocol-completed","id":3,"url":"local-file://local/tmp/autobyteus-local-preview-round2.mN3euH/Case%20Sensitive%20%C3%9C%25%23/%E8%A7%86%E9%A2%91%20100%25%231%5Cname.bin","method":"GET","statusCode":206,"fromCache":false,"timestamp":1784437433132}
API_E2E {"at":"2026-07-19T05:03:53.133Z","kind":"protocol-completed","id":4,"url":"local-file://local/tmp/autobyteus-local-preview-round2.mN3euH/Case%20Sensitive%20%C3%9C%25%23/%E8%A7%86%E9%A2%91%20100%25%231%5Cname.bin","method":"GET","statusCode":206,"fromCache":false,"timestamp":1784437433133}
API_E2E {"at":"2026-07-19T05:03:53.134Z","kind":"protocol-completed","id":5,"url":"local-file://local/tmp/autobyteus-local-preview-round2.mN3euH/Case%20Sensitive%20%C3%9C%25%23/%E8%A7%86%E9%A2%91%20100%25%231%5Cname.bin","method":"GET","statusCode":206,"fromCache":false,"timestamp":1784437433134}
API_E2E {"at":"2026-07-19T05:03:53.135Z","kind":"protocol-completed","id":6,"url":"local-file://local/tmp/autobyteus-local-preview-round2.mN3euH/Case%20Sensitive%20%C3%9C%25%23/%E8%A7%86%E9%A2%91%20100%25%231%5Cname.bin","method":"HEAD","statusCode":200,"fromCache":false,"timestamp":1784437433135}
API_E2E {"at":"2026-07-19T05:03:53.136Z","kind":"protocol-completed","id":7,"url":"local-file://local/tmp/autobyteus-local-preview-round2.mN3euH/Case%20Sensitive%20%C3%9C%25%23/%E8%A7%86%E9%A2%91%20100%25%231%5Cname.bin","method":"HEAD","statusCode":206,"fromCache":false,"timestamp":1784437433136}
API_E2E {"at":"2026-07-19T05:03:53.137Z","kind":"protocol-completed","id":8,"url":"local-file://local/tmp/autobyteus-local-preview-round2.mN3euH/Case%20Sensitive%20%C3%9C%25%23/%E8%A7%86%E9%A2%91%20100%25%231%5Cname.bin","method":"GET","statusCode":416,"fromCache":false,"timestamp":1784437433137}
